,link,Titles,Abstracts
164,https://www.sciencedirect.com/science/article/pii/S016599361830431X,[ A snapshot of microplastics in the coastal areas of the Mediterranean Sea ],"[ Highlights Sediments are long term sinks with the potential to accumulate microplastics. The literature analysis evidence shot spots, cleanest areas and information gaps. Wide ranges of microplastic levels have been found, higher in lagoons and estuaries. The need of a harmonization of methods and expression of results is emerged. Lack of microplastic data on the tributaries of Mediterranean and on lagoons. , The Mediterranean Sea is affected by one of the most significant plastic pollution worldwide. This review critically evaluates the most recent literature on the presence of microplastics in sediments, suggested to be long term sinks and have a high potential to accumulate this kind of marine debris. A picture of microplastic levels in coastal environments is given, evidencing information gaps and considering also estuary, lagoons and areas influenced by the contribution of rivers. A wide range of contamination levels has been found, with the highest in lagoon and estuary environments. The lack of homogeneity in the methods of study and the need to harmonize the latter and the expression of the results in addition to the need to obtain data on the contributions of the main tributaries of the Mediterranean and on lagoons, are other important considerations taken. ]"
165,https://www.sciencedirect.com/science/article/pii/S1462901115000799,"[ Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems ]","[ Highlights Natural infrastructure (healthy ecosystems) provides many benefits to society. Innovative hybrid infrastructure approaches combine natural and built features. Natural and hybrid approaches provide important coastal risk reduction. Now is the time to incorporate natural and hybrid approaches into coastal planning. These approaches are key to increasing coastal resilience to climate change. , There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (“hybrid” approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult. The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. ]"
166,https://www.sciencedirect.com/science/article/pii/S0278416516000039,[ On the origins and significance of Pleistocene coastal resource use in southern Africa with particular reference to shellfish gathering ],"[ Highlights South African origins and significance of Pleistocene coastal resources are debated. Shellfish collection is unique to this adaptation and is explored cross-culturally. Methodology to identify systematic use of coastal resources is critically assessed. Holocene coastal record is examined in detail as a source of hypothesis testing. Models and fieldwork must consider these for sound explanations on empirical basis. , The search for human origins in Africa has partly narrowed down to probing into the origins of the modern human lineage and the identification of a set of behaviours that characterises it. Much research effort is now dedicated to coastal southern African Middle Stone Age (MSA) sites. This record is still relatively small compared with the Middle Palaeolithic of Europe, and much of the original sites have been lost due to erosional sea level changes tied to glacial to interglacial cycles. However, more explicit conceptual frameworks for understanding coastal adaptation and its evolutionary role in this region have recently been put forward. Partly stimulated by human nutrition studies, coastal resources, especially shellfish, have acquired an unchecked high status in research agendas. Limited local ethnography on coastal foragers and a lack formalised methodologies for inter-site comparison on coastal resource procurement are evident. In this paper, aspects unique to coastal adaptation with particular reference to shellfish collection are explored. Models on the origin and evolution of coastal adaptations must consider cross-cultural ethnographic studies, move away from the simplistic use of shell densities for evaluating procurement intensity and use the much richer Later Stone Age record as a profitable source for testing hypotheses. ]"
167,https://www.sciencedirect.com/science/article/pii/S0272771415300536,"[ Current status of coastal wetlands in China: Degradation, restoration, and future management ]","[ Highlights Coastal wetlands area accounts for 11% of the total wetlands area in China, which ranks the 1st in Asia. These wetlands provide numerous ecosystem goods and services, but are under devastating stress. Reasons for wetlands loss in China are urbanization, land use changes and pollution. A proper, comprehensive regulatory framework for conservation of wetlands for all of China is urgently needed. Future research should focus on policy and institutional factors influencing their condition. , China's coastal wetlands have been under considerable stress and have been severely damaged as a result of continuing population growth, large-scale infrastructural developments , extensive land reclamation projects, and the ineffective control of various types of pollution. The restoration of coastal wetlands in China has consequently become urgent. In this study, we analyze the degradation status of coastal wetlands, also review progress made towards their restoration. We further discuss the weaknesses of policy and institutional frameworks in tackling environmental problems in coastal wetlands. These perspectives on comprehensive and integrated policy requirements for wetland restoration, management, and future development will help ensure better management of coastal wetlands. ]"
168,https://www.sciencedirect.com/science/article/pii/S096456911300327X,"[ The relation of coastal mangrove changes and adjacent land-use: A review in Southeast Asia and Kien Giang, Vietnam ]","[ Highlights Mangroves are threatened by human and natural-induced forces, particularly by impacts of climate change and Sea-level rise. Reviews the drivers of changes in mangroves in Southeast Asia, State mangrove conservation policy in Kien Giang, Vietnam. Great emphasis of local rights, responsibilities and economic benefits shares the keys of successful mangrove conservation. , Coastal mangrove habitats are threatened by human-induced drivers and natural-induced forces, in particular driven by impacts of climate change and sea-level rise. This paper reviews the state of knowledge of drivers of changes in coastal mangrove habitats in Southeast Asia, with great emphasis of State-forest allocation policy drivers of change in coastal mangroves in Kien Giang, Vietnam. A large number of studies considered the relation of coastal land-use changes and the dynamics of coastal mangrove forests, while few studies examined the effects of coastal development policy on and local participation in mangrove conservation. Based on this review, key important issues are addressed a direct future study related to policy and regulations of mangrove conservation in Kien Giang, Vietnam. This paper argues that a policy with great emphasis of local rights and responsibilities over coastal mangroves and a clear statement of economic benefits sharing over coastal resources are keys of successful mangrove conservation. ]"
169,https://www.sciencedirect.com/science/article/pii/S0964569117300996,[ Why coastal regulations fail ],"[ Highlights Losses to the coastal hazards of erosion and flooding, continue to rise in spite of coastal regulations. Federal programs have failed in part by not including projected rates of sea-level and erosion. State/local regulations have failed to protect beaches/dunes due to legal flaws (e.g., variances). Lack of consistent political foresight, will, and enforcement is the primary reason regulations fail. , This perspective examines case examples, primarily from the U. S. Carolinas and Alabama, that illustrate some of the flaws of four federal programs of the last 50 years (National Flood Insurance Program, U. S. Coastal Barrier Resources Act, Coastal Area Management Act, Stafford Disaster Relief Act), as well as general reasons for state and local regulation failures. The latter include: variances that undercut the regulatory intent by the tyranny of small decisions, emergency dispensations, and compensatory mitigation; allowances for ‘temporary’ shore-hardening structures that become permanent; establishing control lines that are not adjusted to shifting shorelines ; over-simplifying (one-size-fits-all) and misapplying (importing inappropriate strategies) regulations; conflicting jurisdictional boundaries; and the political instability of regulatory laws. Political-legislative realm failures include: 1) generalized laws do not match the complexity of coasts; 2) legislators lack the foresight to provide funding for regulatory monitoring/enforcement/penalties; 3) legislative bodies lack continuity of visions or goals for the future (e.g., overturn or weaken prior regulatory legislation); and 4) politicians are subject to conflicts of interest (e.g., affluent coastal land owners; pro-development lobbies). The political-legislative disconnect from the reality of Nature, and failure to use longer-term projections of erosion rates , sediment supply, and effects of sea-level rise, are the most frequent culprits in regulatory failure. New starting points for sound regulatory coastal management are better-informed politicians with the will to enact laws based on science that reflect natural variability, and laws that are unflawed by variances or over simplification. Regulations need to have continuity, proper funding, and enforcement. ]"
170,https://www.sciencedirect.com/science/article/pii/S001282521930087X,"[ Complex sedimentology and palaeohabitats of Holocene coastal deserts, their topographic controls, and analogues for the mid-Cretaceous of northern Iberia ]","[ Desert coasts in plate margins contain one of the most variable sedimentary records in terms of facies and stacking patterns. Reliefs in these basins together with massif palaeogeography and palaeotopography strongly control the spatial distribution of facies belts and complex lateral facies changes between very different coeval sub-environments, leading to mixtures of sedimentary particles with variable composition. Palaeotopography and palaeogeography also control the distribution of flora palaeohabitats in the desert basins depending on the spatial distribution of fresh water, the basin geometry, the topographic variability and associated phreatic level, as well as the effective distance from highlands to the coast. The Albian desert basin that developed in northern Iberia presents similarities with the geomorphology of modern Oman, UAE and Eritrea desert coasts. In both systems (Cretaceous and Holocene) the distance between highlands and arid coastline determines the occurrence of extensive aeolian sand seas (e.g. wide desert basin where distance between the highlands and the coastline increases) or the development of wadi-fed alluvial fans that reach directly the desert coast (e.g. narrow desert basin) leading to a variety of clastic and mixed carbonate facies. Due to prevailing arid conditions, vegetation is mainly restricted to highlands and water-conditioned lowland environments such as wadis, (tidal) coastal marshes and lagoons . Depending on sea influence and water availability, Cretaceous vegetation in Iberia were characterized by montane communities including arboreal/shrubby gymnosperms (mainly conifers) and lowland communities composed by a patchy mixture of ferns, Cupressaceae (cypress family), Cheirolepidiaceae and early angiosperms and/or costal woodlands incorporating Araucariaceae (monkey puzzle tree family). This distribution presents similarities with the ecosystems observed today in Eritrea mountains and other Holocene desert coasts. ]"
171,https://www.sciencedirect.com/science/article/pii/S0964569116304227,[ The management of coastal erosion ],"[ Highlights Coastal erosion is a world-wide phenomenon and its anthropogenic causes given. Erosion affects economic growth especially within the tourist industry. To the standard trio of defend, sacrifice, and realignment strategies is added a fourth, ‘intervention on the causes’. Management theory and many examples are given of the various options available in order to combat erosion. Managed Realignment and Sacrificial zones are emphasised. , At present, accelerated coastal erosion due to anthropogenic pressure is prevalent. Standard defence techniques to combat erosion include hard/soft protection measures (hold/advance the line), accommodation, managed retreat and sacrifice. To these conventional coastal management practices, is added a further new end point – intervention with respect to the causes, which necessitates further management action. Managed retreat and sacrifice areas are becoming increasingly popular options, which involve the input of communities and many global examples are given of comparative studies geared to combating erosion - including management theory. In particular setback lines and shoreline management plans are emphasised and coastal erosion management policy decisions for the UK are discussed in detail, as well as examples taken on a global basis. ]"
172,https://www.sciencedirect.com/science/article/pii/S2212096316301188,[ A review of methodologies applied in Australian practice to evaluate long-term coastal adaptation options ],"[ Highlights Methodologies used to evaluate coastal adaptation options in Australia are reviewed. Coastal adaptation that incorporates the evaluation of long-term options is in its infancy in Australia. The framing of risk and uncertainty is critical to the evaluation outcomes. Assumptions used in current practice are too simplistic for the evaluation timeframes. Current practice should use more non-probabilistic scenarios to support evaluations. , Rising sea levels have the potential to alter coastal flooding regimes around the world and local governments are beginning to consider how to manage uncertain coastal change. In doing so, there is increasing recognition that such change is deeply uncertain and unable to be reliably described with probabilities or a small number of scenarios. Characteristics of methodologies applied in Australian practice to evaluate long-term coastal adaptation options are reviewed and benchmarked against two state-of-the-art international methods suited for conditions of uncertainty (Robust Decision Making and Dynamic Adaptive Policy Pathways). Seven out of the ten Australian case studies assumed the uncertain parameters, such as sea level rise , could be described deterministically or stochastically when identifying risk and evaluating adaptation options across multi-decadal periods. This basis is not considered sophisticated enough for long-term decision-making, implying that Australian practice needs to increase the use of scenarios to explore a much larger uncertainty space when assessing the performance of adaptation options. Two Australian case studies mapped flexible adaptation pathways to manage uncertainty, and there remains an opportunity to incorporate quantitative methodologies to support the identification of risk thresholds. The contextual framing of risk, including the approach taken to identify risk (top-down or bottom-up) and treatment of uncertain parameters, were found to be fundamental characteristics that influenced the methodology selected to evaluate adaptation options. The small sample of case studies available suggests that long-term coastal adaptation in Australian is in its infancy and there is a timely opportunity to guide local government towards robust methodologies for developing long-term coastal adaptation plans. ]"
173,https://www.sciencedirect.com/science/article/pii/S2212095517300780,[ Managing hydrological infrastructure assets for improved flood control in coastal mega-cities of developing nations ],"[ Every year, coastal mega-cities situated in developing nations suffer severe losses associated with flood hazards. In response to this problem, these cities often rely on engineering interventions or structural measures, which typically necessitate an informed management of hydrological infrastructure assets such as waterways or drainage channels, detention reservoirs, high-protection levees, seawalls, dikes, dams, pumping stations and floodgates . Unfortunately, flood management outcomes, based on the use of these hydrological infrastructure assets, are undermined by lack of data and resources to support decision makers. The aim of this study is to provide strategic action plans to address this problem. First, the study reviews literature on flood-related issues and interventions in several coastal mega-cities situated in developing nations. Then, outputs of the review are synthesized into threats, opportunities, weaknesses and strengths common to these cities in relation to infrastructure-based approach to flood management. Using this information, situational analysis is carried out and appropriate strategies are recommended to help support informed management of hydrological infrastructure assets as means of improving flood control in coastal mega-cities situated in developing nations. ]"
174,https://www.sciencedirect.com/science/article/pii/S0143816608000201,[ Fusion of hyperspectral images and lidar-based dems for coastal mapping ],"[ Coastal mapping is essential for a variety of applications such as coastal resource management, coastal environmental protection, and coastal development and planning. Various mapping techniques, like ground and aerial surveying, have been utilized in mapping coastal areas. Recently, multispectral and hyperspectral satellite images and elevation data from active sensors have also been used in coastal mapping. Integrating these datasets can provide more reliable coastal information. This paper presents a novel technique for coastal mapping from an airborne visible/infrared imaging spectrometer (AVIRIS) hyperspectral image and a light detection and ranging (LIDAR)-based digital elevation model (DEM). The DEM was used to detect and create a vector layer for building polygons. Subsequently, building pixels were removed from the AVIRIS image and the image was classified with a supervised classifier to discriminate road and water pixels. Two vector layers for the road network and the shoreline segments were vectorized from road pixels and water-body border pixels using several image-processing algorithms. The geometric accuracy and completeness of the results were evaluated. The average positional accuracies for the building, road network, and shoreline layers were 2.3, 5.7, and 7.2 m, respectively. The detection rates of the three layers were 93.2%, 91.3%, and 95.2%, respectively. Results confirmed that utilizing laser ranging data to detect and remove buildings from optical images before the classification process enhances the outcomes of this process. Consequently, integrating laser and optical data provides high-quality and more reliable coastal geospatial information. ]"
175,https://www.sciencedirect.com/science/article/pii/S0272771413000309,[ Direct plant–plant facilitation in coastal wetlands: A review ],"[ Coastal wetlands provide important ecosystem services to humanity, but human activity and climate change are rapidly degrading these ecosystems. Thus the conservation and restoration of coastal wetlands becomes an urgent issue. Species facilitation among plants has regained attention of ecologists recently. Many studies in coastal wetlands have revealed direct plant–plant facilitation influencing community structure and ecosystem function, thus improving our understanding of community organization and giving new directions for the restoration of degraded coastal wetlands. Our paper examines studies of direct plant–plant facilitation in coastal wetlands with an emphasis on tests of the stress gradient hypothesis and influences of species facilitation on species zonation, species diversity patterns, phylogenetic diversity and ecosystem function. Investigating how plant–plant facilitation affects ecosystem function is an important future direction, which can provide basic knowledge applicable to the preservation and recovery of coastal wetlands in these times of rapid global change. ]"
176,https://www.sciencedirect.com/science/article/pii/S0160412007000839,[ Current status of coastal zone issues and management in China: A review ],"[ This paper identifies and examines social-economic and environmental issues recently emerged in China's coastal zone. Evaluation of management scheme and progress in perspectives of coordinated legislation, institutional arrangement, public participation, capacity building, and scientific research (mainly coastal planning and functional zoning) in China's coastal zone are made. The Chinese government has made a significant effort in developing legislation for the coastal zone. Jurisdictional and zoning boundaries, and allocating use rights for coastal and marine resources have been established. State Oceanic Administration is the leading agency responsible for China's ocean policymaking and overall management of ocean and coastal affairs. A demonstrated project for integrated coastal management in Xiamen has been implemented, and is characterized as “decentralization” approach in decision-making process. In view of the above, comprehensive coastal management in China is a big challenge, facing with many difficulties. Finally, recommendations are raised for tackling these issues for China's coastal zone management . ]"
177,https://www.sciencedirect.com/science/article/pii/S0380133016302143,[ Researcher disciplines and the assessment techniques used to evaluate Laurentian Great Lakes coastal ecosystems ],"[ The Laurentian Great Lakes of North America have been a focus of environmental and ecosystem research since the Great Lakes Water Quality Agreement in 1972. This study provides a review of scientific literature directed at the assessment of Laurentian Great Lakes coastal ecosystems . Our aim was to understand the methods employed to quantify disturbance and ecosystem quality within Laurentian Great Lakes coastal ecosystems within the last 20 years. We focused specifically on evidence of multidisciplinary articles, in authorship or types of assessment parameters used. We sought to uncover: 1) where Laurentian Great Lakes coastal ecosystems are investigated, 2) how patterns in the disciplines of researchers have shifted over time, 3) how measured parameters differed among disciplines, and 4) which parameters were used most often. Results indicate research was conducted almost evenly across the five Laurentian Great Lakes and that publication of coastal ecosystems studies increased dramatically ten years after the first State of the Great Lakes Ecosystem Conference in 1994. Research authored by environmental scientists and by multiple disciplines (multidisciplinary) have become more prevalent since 2003. This study supports the likelihood that communication and knowledge-sharing is happening between disciplines on some level. Multidisciplinary or environmental science articles were the most inclusive of parameters from different disciplines, but every discipline seemed to include chemical parameters less often than biota, physical, and spatial parameters. There is a need for an increased understanding of minor nutrient, toxin, and heavy metal impacts and use of spatial metrics in Laurentian Great Lakes coastal ecosystems. ]"
178,https://www.sciencedirect.com/science/article/pii/S0269749116316402,[ Microplastics in sea coastal zone: Lessons learned from the Baltic amber ],"[ Highlights Baltic amber material density is close to that of many plastics. Amber stones sink in water but are washed ashore after storms. Beaching is due to wind- and wave-induced currents, and roll-structures. Plastics repeatedly migrate between the beach and the underwater slope. Underwater alongshore ""plastic rim"" could bend around the deep sea area. , Baltic amber, adored for its beauty already in Homer's Odyssey (ca. 800 B.C.E), has its material density close to that of wide-spread plastics like polyamide, polystyrene , or acrylic. Migrations of amber stones in the sea and their massive washing ashore have been monitored by Baltic citizens for ages. Based on the collected information, we present the hypothesis on the behaviour of microplastic particles in sea coastal zone. Fresh-to-strong winds generate surface waves, currents and roll-structures, whose joint effect washes ashore from the underwater slope both amber stones and plastics – and carries them back to the sea in a few days. Analysis of underlying hydrophysical processes suggests that sea coastal zone under stormy winds plays a role of a mill for plastics, and negatively buoyant pieces seem to repeatedly migrate between beaches and underwater slopes until they are broken into small enough fragments that can be transported by currents to deeper areas and deposited out of reach of stormy waves. Direct observations on microplastics migrations are urged to prove the hypothesis. ]"
179,https://www.sciencedirect.com/science/article/pii/S0378383913001993,[ The consequences of doing nothing: The effects of seawater flooding on coastal zones ],"[ Highlights Understanding of seawater flooding on terrestrial flora and fauna is limited. Little attention has been given to the effects of flooding on business activity. Coastal habitats are quite resilient to seawater flooding. Businesses are poorly prepared for coastal flooding. An ecological approach to business management could increase resilience. , Sea level rise and an increased frequency and severity of storm surge events due to climate change are likely to increase the susceptibility of low lying coastal areas to seawater flooding. An integral part of any coastal management strategy throughout European countries is the “do nothing” scenario; this is the benchmark against which putative intervention strategies are evaluated. While the prime concern of a flood defense scheme appraisal often focuses on the sustained financial “benefits” of an intervention, intrinsic to a complete multicriteria analysis is a comprehensive evaluation of the ecological and social consequences of coastal flooding, reflecting the needs of end users and satisfying relevant national and international policies. An ecological perspective may be usefully employed to examine the impact of the do nothing option on coastal environments (e.g. estuaries , sand dunes and grasslands) and businesses. Although at first sight coastal environmental and business systems appear quite different, they have similarities in that both are vulnerable and susceptible to flood damage or loss and both may be analyzed by employing ecological, adaptive, resilience frameworks. From an ecological perspective many coastal environments are of international conservation importance and provide important ecosystem services including coastal protection, nutrient cycling, carbon sequestration , food production and recreation. Nonetheless, despite their potential vulnerability to coastal flooding, our understanding of the effects of salinity on the biological response of many coastal plants and animals is extremely limited. We show here how plant physiology and patterns of plant and invertebrate distribution are impacted by sea water flooding. We also present responses of model plants to sea water inundation based on the Intergovernmental Panel on Climate Change (IPCC) (2007) predictions of sea level rise and storm surge events. Results showed that coastal habitats surveyed are relatively resilient to flooding due to their species rich nature and their ability to adapt to flooding. However specific groups of plants such as grasses are more affected by flooding and less able to recover. The socio-economic dimensions of doing nothing are addressed in relation to the impacts of coastal flooding specifically on business activity, which has received little attention to date. Here the focus is on the presence or absence of business disruption and recovery plans as a means of increasing a business's adaptation and resilience to flooding. Results show that some businesses, particularly small ones, are more likely to fail to recover from flooding due to lack of forward planning. Therefore from an ecological perspective business recovery post flooding is likely to be dependent upon ability to adapt, which itself depends upon the construction of resilient business environments. ]"
180,https://www.sciencedirect.com/science/article/pii/S0034425715000474,[ Aquatic color radiometry remote sensing of coastal and inland waters: Challenges and recommendations for future satellite missions ],"[ Highlights Global systems are not optimized for coastal and inland sensing. Mission capability: ensure geostationary mission planning proceeds. Algorithms: provide clear consolidated information on strengths and limitations. In situ: comprehensive centralized repository, protocol update, technology needs. Operational capacity: data/product access, user support, recommended fit for purpose. , Aquatic color radiometry remote sensing of coastal and inland water bodies is of great interest to a wide variety of research, management, and commercial entities as well as the general public. However, most current satellite radiometers were primarily designed for observing the global ocean and not necessarily for observing coastal and inland waters. Therefore, deriving coastal and inland aquatic applications from existing sensors is challenging. We describe the current and desired state of the science and highlight unresolved issues in four fundamental elements of aquatic satellite remote sensing namely, mission capability, in situ observations, algorithm development, and operational capacity. We discuss solutions, future plans, and recommendations that directly affect the science and societal impact of future missions with capability for observing coastal and inland aquatic systems. ]"
181,https://www.sciencedirect.com/science/article/pii/S0016706114000664,[ Evolution of soil properties following reclamation in coastal areas: A review ],"[ Highlights The properties of CRS in Eastern Asia tend to modify after coastal reclamation. However, the properties of CRS in Europe and North America tend to deteriorate. Coastal reclamation can cause soil pollution, eutrophication, and wetland degradation. Coastal reclamation will significantly increase soil GHG emissions. , Reclamation in coastal zones is effective for relieving population pressure and ensuring food safety. Since the 1950s, the development of coastal zones has entered a peak period. At present, the reclamation of coastal zones mainly occurs in developing countries. The coastal reclaimed lands are mainly used for agricultural production, urban and industrial development, and port construction. The scale and scope of reclamation in coastal lands are larger than in interior lands, and pose substantial environmental risks. This review summarizes the trends in soil physicochemical property evolution following reclamation in salt marshes from around the world. The following important conclusions were obtained: physicochemical properties of coastal saline soils (CSSs) significantly improved over the long term following reclamation in Eastern Asia. Long term fertilization and cultivation resulted in modified soil structure [an increase in the proportion of macroaggregates (&gt; 250 μm) and silt (0.002–0.05 mm)], enhancing the capacity for preserving fertility and C sequestration. Reclamation significantly increased soil organic matter (SOM), phosphorus (P), and nitrogen (N) concentrations, and soil properties approached a relatively stable level nearly 30 years after reclamation, especially in Eastern Asia. However, in Europe and North America, SOM in coastal reclaimed soils (CRSs) decreased rapidly after reclamation, and soil acidification was also a severe problem during reclamation. Coastal reclamation could significantly increase soil GHG (CO 2 , CH 4 , and N 2 O) emissions, further affecting global C cycle. Microbial biomass and activity as well as activities of related enzymes increased gradually in CRS in Eastern Asia, in particular the activities of urease and phosphatase involved in nutrient cycling. In general, physicochemical properties of CRS in Eastern Asia tend to modify, but deteriorate in Europe and North America. Nevertheless, offshore eutrophication , soil heavy metal and organic pollutant concentrations , and salt marsh ecosystem degradation were the most serious environmental risks posed by coastal reclamation. Some strategies to alleviate these risks are put forward. In this review, we also identified priority areas of future research on CRS. ]"
182,https://www.sciencedirect.com/science/article/pii/S0964569112001408,"[ Indiscriminate exploitation of wild prawn postlarvae in the coastal region of Bangladesh: A threat to the fisheries resources, community livelihoods and biodiversity ]","[ In Bangladesh, prawn farming is dependent on wild postlarvae (PL) because of inadequate supply of hatchery produced PL compare to the demand. Moreover, farmers prefer wild PL because the survival of wild PL is reported to be much higher than hatchery produced PL. Wild prawn PL fishing have given an employment opportunity for thousands of coastal landless and unemployed poor people in Bangladesh. On the other hand, indiscriminate wild PL fishing has notorious impact on biodiversity in coastal ecosystems due to high levels of by-catch. This has provoked imposition of ban on PL collection to conserve fisheries resources. In 2000, the Government of Bangladesh imposed ban, however, it was not implemented firmly because of the lack of alternative livelihoods for coastal poor. This paper describes the impact of wild prawn PL fishing in coastal Bangladesh and drawn a conceptual framework in relation to management of coastal fisheries resources. ]"
183,https://www.sciencedirect.com/science/article/pii/S2468013316300109,[ Application of soft computing techniques in coastal study – A review ],"[ Highlights This paper reviews soft computing techniques and coastal remote sensing. Applicability of ANN in remote sensing is also dealt. Basics of SVM is covered. Evolution of types of SVM is briefly outlined. Advantages of SVM over other techniques is discussed. , Coastal zone is the triple interface of air, water and land and it is so dynamic in nature which requires expeditious management for its protection. Impulsive change in shoreline and submergence of low lying areas due to sea level rise are the solemn issues that need to be addressed. Indian coastline of about 7516 km is under threat due to global warming and related human interventions. Remote sensing data products provide synoptic and repetitive view of the earth in various spatial, spectral, temporal and radiometric resolutions. Hence, it can be used in monitoring coastal areas on a temporal scale. Critical Erosion hotspots have to be given proper protection measures to avoid further damages. Satellite images serve in delineating shoreline and extracting the hotspots to plan the mitigation works. Coastal inundation maps can be created using remote sensing and geospatial technologies by assuming different sea level rises. Those maps can serve as a base for planning management activities. Soft computing techniques like Fuzzy Logic, Artificial Neural Network, Genetic Algorithm and Support Vector Machine are upcoming soft computing algorithms that find its application in classification, regression, pattern recognition, etc., across multi-disciplinary sciences. They can be used in classifying remote sensing images which in turn can be used for studying the coastal vulnerability. The present paper reviews the works carried out for coastal study using conventional remote sensing techniques and the pertinency of soft computing techniques for the same. ]"
184,https://www.sciencedirect.com/science/article/pii/S096456911400252X,[ Adaptive measures adopted for risk reduction of coastal erosion in the People's Republic of China ],"[ Highlights Chinese coast is suffering severe erosion. Mitigation measures hold the existing shoreline and keep safe of habitants and constructions. Soft engineering has priority to replace or assist traditional hard structures. , Hard engineered structures such as seawalls, groynes and breakwaters are often built to reduce coastal erosion and maintain a minimum beach width for recreation along coast regions. China has a seawall coastline of some 13 830 km that is the most popular erosion countermeasure along the Chinese coast; groynes and breakwaters always appear along muddy coasts or are used as aided structures. The latter are a common way to trap sediment in a particular coastal cell to maintain the nourished beach width; reclamation has already produced 12 000 km 2 of new land for the Chinese coastal area since the 1940's, including artificial islands in recent years. Soft engineering and combined structures are more and more popular in China; including those in Taiwan there are 34 documented nourishment sites. Other significant countermeasures to protect the coastline include planting Spartina alterniflora , mangrove afforestation , coral reef transplants, and introducing marine natural reserves. Since its introduction in the 1980's, over 34 km 2 of coastal wetland has been covered by Spartina alterniflora in China. Mangrove afforestation and coral reef transplants have also been carried out in the south China coastal area as environmentally friendly measures for coastal management, together with the declaration of marine natural reserves. More than 8 300 km 2 of coastal land has been protected in this way. Before the 1960's hard engineering works were mainly built on the Chinese coast, from then on soft engineering solutions became more common. The advantages and disadvantages of the countermeasures taken in China to combat coastal erosion are also dependent upon the country's economic circumstances. China needs to establish an effective coastal erosion management system, guiding managers and stakeholders to balance environmental and economic needs. ]"
185,https://www.sciencedirect.com/science/article/pii/S0025326X15003367,[ Lead distribution in coastal and estuarine sediments around India ],"[ Highlights Coastal sediments were less enriched with Pb than estuarine sediments . Coastal sediments were not polluted by Pb. Both anthropogenic and geogenic Pb were the major sources of Pb in sediments. Fe/Mn oxyhydroxide and OC control Pb distribution in coastal sediments. , This study describes the geochemical distribution of lead (Pb) and identifies the critical factors that significantly control Pb distribution and speciation in coastal and estuarine sediments around India by using published data from the literature. Crustal sources influence the abundance of Pb in coastal sediment from the south-east and central-west coast of India. Parts of north-east, north-west, and south-west coast of India were polluted by Pb. Distribution of Pb in sediments, from the north-east and north-west coasts of India, were controlled by Fe–Mn oxyhydroxide mineral phases of the sediments. However, organic carbon (OC) seemed to be a dominant factor in controlling the distribution of Pb in sediments from the central-east and south-west coasts of India. The outcome of this study may help in decision-making to predict the levels of Pb from natural and anthropogenic sources and to control Pb pollution in coastal and estuarine sediments around India. ]"
186,https://www.sciencedirect.com/science/article/pii/S0301479716307484,[ The role of nature-based infrastructure (NBI) in coastal resiliency planning: A literature review ],"[ Highlights Nature based infrastructure to reduce flood risk has attracted increased attention. A review of NBI approaches suggests that acceptance is far from universal. Success of NBI methods varies under various storm intensity and flood conditions. Implementation success also depends on substrate type, topography and bathymetry. , The use of nature-based infrastructure (NBI) has attracted increasing attention in the context of protection against coastal flooding. This review is focused on NBI approaches to improve coastal resilience in the face of extreme storm events, including hurricanes . We not only consider the role of NBI as a measure to protect people and property but also in the context of other ecological goods and services provided by tidal wetlands including production of fish and shellfish. Although the results of many studies suggest that populated areas protected by coastal marshes were less likely to experience damage when exposed to the full force of storm surge, it was absolutely critical to place the role of coastal wetlands into perspective by noting that while tidal marshes can reduce wave energy from low-to-moderate-energy storms, their capacity to substantially reduce storm surge remains poorly quantified. Moreover, although tidal marshes can reduce storm surge from fast moving storms, very large expanses of habitat are needed to be most effective, and for most urban settings, there is insufficient space to rely on nature-based risk reduction strategies alone. The success of a given NBI method is also context dependent on local conditions, with potentially confounding influences from substrate characteristics, topography, near shore bathymetry , distance from the shore and other physical factors and human drivers such as development patterns. Furthermore, it is important to better understand the strengths and weaknesses of newly developed NBI projects through rigorous evaluations and characterize the local specificities of the particular built and natural environments surrounding these coastal areas. In order for the relevant science to better inform policy, and assist in land-use challenges, scientists must clearly state the likelihood of success in a particular circumstance and set of conditions. We conclude that “caution is advised” before selecting a particular NBI method as there is no “one size fits all” solution to address site-specific conditions. ]"
